uniprot_id	dataset	genomic_accession	species	strain	genomic_context	intergenic_distance	receptor_id	grp_identical_proteins	rep_sequence	receptor_family	r_start	r_end	r_strand	TPR_hmm_name	TPR_hmm_accession	TPR_hmm_coverage	TPR_hmm_evalue	HTH_hmm_name	HTH_hmm_accession	HTH_hmm_coverage	HTH_hmm_evalue	homologous_ref_receptor	blastp_evalue	perc_identity	perc_cover	propeptide_id	p_start	p_end	p_strand	p_RBS_bin	p_RBS_motif	p_RBS_spacer	Prediction	propeptide_score	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS_Position	qss_id	genetic_element	Phaster_prophage_prediction	prophage_region	taxid	lineage	class	order	family	genus
A0A2L1U980	Firmicutes	CP019655.1	Paenibacillus larvae	Eric_III	(====> =>)	-14	AVF24714.1	Cluster 1800	True	subfam_07_AloR	458774	460138	+	tprpred			0.0000000049					AloR13_[P._polymyxa]	7.02E-102	39.693	97.2	AVF24715.1	460125	460301	+				SP(Sec/SPI)	0.897863	0.897863	0.008989	0.074297	0.018851	CS pos: 36-37. AVA-AL. Pr: 0.3303	2419	chromosome			147375	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus larvae;x__Paenibacillus larvae subsp. larvae	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A6C0QU22	Firmicutes	CP019717.1	Paenibacillus larvae	Eric_V	(====> =>)	-14	QHZ51746.1	Cluster 1839	False	subfam_07_AloR	2390800	2392158	+	tprpred			0.00000001					AloR13_[P._polymyxa]	1.51E-104	42.067	88.9	QHZ51747.1	2392145	2392288	+				SP(Sec/SPI)	0.757068	0.757068	0.003971	0.204438	0.034524	CS pos: 32-33. VSV-KD. Pr: 0.1605	2442	chromosome			147375	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus larvae;x__Paenibacillus larvae subsp. larvae	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A1U9YLU3	Firmicutes	CP020327.1	Paenibacillus larvae	CCM 38	(<= <====)	-11	AQZ46411.1	Cluster 11955	True	subfam_07_AloR	1319663	1320718	-	tprpred			0.0000000011					AloR13_[P._polymyxa]	3.73E-76	43.195	71.7	smallORF40063	1319524	1319673	-	16	GAGG	9	SP(Sec/SPI)	0.973415	0.973415	0.003604	0.020953	0.002029	CS pos: 31-32. ATA-SN. Pr: 0.5938	10451	chromosome			1477	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus larvae;x__Paenibacillus larvae subsp. pulvifaciens	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A1U9YPT3	Firmicutes	CP020327.1	Paenibacillus larvae	CCM 38	(====> =>)	377	AQZ47446.1	Cluster 12244	True	subfam_07_AloR	2590813	2591847	+	tprpred			5E-11					AloR13_[P._polymyxa]	3.28E-78	43.478	73.7	AQZ47447.1	2592225	2592476	+				SP(Sec/SPI)	0.993683	0.993683	0.004368	0.001394	0.000555	CS pos: 28-29. AFA-TE. Pr: 0.9778	2466	chromosome			1477	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus larvae;x__Paenibacillus larvae subsp. pulvifaciens	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A1U9YPK5	Firmicutes	CP020327.1	Paenibacillus larvae	CCM 38	(====> =>)	15	AQZ47371.1	Cluster 11740	True	subfam_07_AloR	2491720	2492784	+	tprpred			4E-10					AloR13_[P._polymyxa]	4.63E-80	43.391	74.5	smallORF40057	2492800	2492949	+	16	GAGG	9	SP(Sec/SPI)	0.973415	0.973415	0.003604	0.020953	0.002029	CS pos: 31-32. ATA-SN. Pr: 0.5938	10452	chromosome			1477	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus larvae;x__Paenibacillus larvae subsp. pulvifaciens	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A3S8RZW0	Firmicutes	CP034248.1	Paenibacillus lentus	DSM 25539	(====> =>)	-47	AZK48455.1	Cluster 16574	True	subfam_07_AloR	4777800	4778669	+	tprpred			0.00000022									smallORF63236	4778623	4778730	+	16	GGAG	9	SP(Sec/SPI)	0.866119	0.866119	0.002143	0.049249	0.082489	CS pos: 23-24. VET-TS. Pr: 0.3871	12048	chromosome			1338368	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus lentus	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A7H0Y2E7	Firmicutes	CP061172.1	Paenibacillus peoriae	ZF390	(====> =>)	297	QNR65255.1	Cluster 15925	True	subfam_07_AloR	3393036	3393917	+	tprpred			0.00000035									QNR65256.1	3394215	3394430	+				SP(Sec/SPI)	0.98878	0.98878	0.001645	0.009014	0.000561	CS pos: 24-25. ASA-QQ. Pr: 0.8922	5234	chromosome			59893	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus peoriae	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A806PIQ5	Firmicutes	CP009909.1	Paenibacillus polymyxa	CF05	(<= <====)	-11	AIY11628.1	Cluster 1728	True	subfam_07_AloR	2383011	2384384	-	52646	48452	72.5	0.00000027					AloR13_[P._polymyxa]	0	59.226	92.3	smallORF20244	2382920	2383021	-	27	AGGAGG	9	SP(Sec/SPI)	0.493692	0.493692	0.009983	0.073625	0.4227	CS pos: 28-29. VFG-HG. Pr: 0.1992	9284	chromosome			1406	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A1D7MQG5	Firmicutes	CP015423.1	Paenibacillus polymyxa	J	(<= <====)	-47	AOK92967.1	Cluster 1355	True	subfam_07_AloR	2207602	2209011	-	2lniA00-i2	-	66.2	0.00000025					AloR13_[P._polymyxa]	0	59.13	96.8	smallORF34460	2207547	2207648	-	16	GAGG	9	SP(Sec/SPI)	0.494029	0.494029	0.009063	0.057035	0.439873	CS pos: 28-29. VFG-HG. Pr: 0.2048	9954	chromosome			1406	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
E0RHI2	Firmicutes	CP000154.2	Paenibacillus polymyxa	E681	(<= <====)	-47	ADM72113.2	Cluster 1137	True	subfam_07_AloR	4747825	4749255	-	3ro3A00-i2	-	84.8	0.00001					AloR13_[P._polymyxa]	0	60.217	96.4	smallORF4465	4747743	4747871	-	16	GAGG	9	SP(Sec/SPI)	0.645989	0.645989	0.000791	0.04507	0.30815	CS pos: 28-29. VYK-DI. Pr: 0.1863	8505	chromosome			349520	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa;x__Paenibacillus polymyxa E681	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
E0RKZ4	Firmicutes	CP000154.2	Paenibacillus polymyxa	E681	(<= <====)	-47	ADM72431.1	Cluster 16223	True	subfam_07_AloR	5104502	5105377	-	tprpred			0.00000044									smallORF4494	5104417	5104548	-	19	AGGGGG	7	SP(Sec/SPI)	0.86395	0.86395	0.003348	0.043859	0.088844	CS pos: 26-27. IFG-GL. Pr: 0.4464	8506	chromosome			349520	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa;x__Paenibacillus polymyxa E681	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
G7VZS9	Firmicutes	CP003107.1	Paenibacillus terrae	HPL-003	(<= <====)	-47	AET57940.1	Cluster 16225	True	subfam_07_AloR	1233413	1234288	-	tprpred			0.00000094									smallORF10366	1233328	1233459	-	19	AGGGGG	7	SP(Sec/SPI)	0.904349	0.904349	0.002083	0.042545	0.051022	CS pos: 26-27. ILG-EL. Pr: 0.6376	8724	chromosome			985665	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus terrae;x__Paenibacillus terrae HPL-003	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
G7VZH1	Firmicutes	CP003107.1	Paenibacillus terrae	HPL-003	(====> =>)	-44	AET60265.1	Cluster 1506	True	subfam_07_AloR	3776105	3777502	+	tprpred			0.00000002					AloR13_[P._polymyxa]	5.42E-129	42.444	96.1	smallORF10335	3777459	3777584	+	27	AGGAGG	9	SP(Sec/SPI)	0.768559	0.768559	0.004901	0.05563	0.17091	CS pos: 26-27. STT-FP. Pr: 0.1891	8725	chromosome			985665	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus terrae;x__Paenibacillus terrae HPL-003	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
A0A4Y6UY33	Firmicutes	CP041217.1	Saccharibacillus brassicae	ATSA2	(====> =>)	-8	QDH20935.1	Cluster 1651	True	subfam_07_AloR	2086880	2088262	+	tprpred			1E-13					AloR13_[P._polymyxa]	1.51E-150	46.725	95.7	smallORF72816	2088255	2088377	+	22	AGGAG	10	SP(Sec/SPI)	0.894472	0.894472	0.005221	0.048564	0.051744	CS pos: 25-26. VYS-TV. Pr: 0.7796	12739	chromosome			2583377	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Saccharibacillus;s__Saccharibacillus brassicae	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus
S5MC02	Viruses	KC595516.1	Brevibacillus phage Emery		(====> =>)	74	AGR47394.1	Cluster 2865	True	subfam_07_AloR	36902	38179	+	tprpred			0.00000031	51249	47413	65.8	0.0000000021	AloR13_[P._polymyxa]	1.47E-21	23.765	67.5	AGR47395.1	38254	38385	+				SP(Sec/SPI)	0.96693	0.96693	0.003206	0.021301	0.008563	CS pos: 25-26. AHG-GI. Pr: 0.4690	1	viral_genome			1296660	c__Caudoviricetes;f__Myoviridae;x__unclassified Myoviridae;s__Brevibacillus phage Emery	Caudoviricetes		Myoviridae	
A0A2Z4MR52	Firmicutes	CP030117.1	Brevibacillus brevis	DZQ7	(====> =>)	16	AWX59016.1	Cluster 3719	True	subfam_08	6339680	6340942	+	2qfcA00-i1	-	78.5	1.3E-15	mbf_short4	SM00530	96.4	1.7E-12					AWX59017.1	6340959	6341138	+				SP(Sec/SPI)	0.894617	0.894617	0.002969	0.066523	0.03589	CS pos: 21-22. FLA-ID. Pr: 0.4115	3335	chromosome			1393	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus brevis	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
C0ZJQ0	Firmicutes	AP008955.1	Brevibacillus brevis	NBRC 100599 (= 47)	(<= <====)	3	BAH45625.1	Cluster 2700	True	subfam_08	4909829	4911112	-	3as8A01-i2	-	69.7	2.3E-11	mbf_short4	SM00530	92.9	5.7E-12					smallORF1115	4909703	4909825	-	27	AGGAGG	8	SP(Sec/SPI)	0.922292	0.922292	0.005039	0.033537	0.039132	CS pos: 27-28. AKQ-SN. Pr: 0.3284	7850	chromosome			358681	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus brevis;x__Brevibacillus brevis NBRC 100599	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A291BU46	Firmicutes	CP023474.1	Brevibacillus brevis	X23	(<= <====)	24	ATF16582.1	Cluster 4966	True	subfam_08	3358532	3359773	-	2qfcA00-i1	-	93.9	0.0000000028	mbf_short4	SM00530	89.3	9.4E-11					smallORF12431	3358391	3358507	-	27	AGGAGG	8	SP(Sec/SPI)	0.651984	0.651984	0.002927	0.28121	0.063878	CS pos: 23-24. TLP-FN. Pr: 0.1846	10866	chromosome			1200792	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus brevis;x__Brevibacillus brevis X23	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A7T5JMW1	Firmicutes	CP066308.1	Brevibacillus composti	FJAT-54423	(<= <====)	22	QQE73502.1	Cluster 1855	True	subfam_08	3282850	3284205	-	2qfcA00-i1	-	87.4	1.3E-10	mbf_short4	SM00530	96.4	4.9E-13					QQE73501.1	3282687	3282827	-				SP(Sec/SPI)	0.988919	0.988919	0.004622	0.003719	0.00274	CS pos: 26-27. VNA-DL. Pr: 0.9462	5527	chromosome			2796470	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus composti	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A7T5EIJ5	Firmicutes	CP066308.1	Brevibacillus composti	FJAT-54423	(<= <====)	-4	QQE73267.1	Cluster 2880	True	subfam_08	3009234	3010511	-	3as5A01-i2	-	69.1	0.00000002	mbf_short4	SM00530	85.7	2.6E-12					QQE73266.1	3009091	3009237	-				SP(Sec/SPI)	0.959144	0.959144	0.005938	0.029799	0.005118	CS pos: 23-24. VLG-AT. Pr: 0.3698	5526	chromosome			2796470	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus composti	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A7T5EL03	Firmicutes	CP066308.1	Brevibacillus composti	FJAT-54423	(====> =>)	24	QQE74487.1	Cluster 4526	True	subfam_08	35738	36988	+	2ho1B00-i2	-	74.7	4.8E-11	mbf_short4	SM00530	92.9	1.2E-13					smallORF101175	37013	37132	+	27	AGGAGG	7	SP(Sec/SPI)	0.95588	0.95588	0.001714	0.039094	0.003312	CS pos: 21-22. LDA-QT. Pr: 0.7771	14166	chromosome			2796470	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus composti	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A7T5JNR9	Firmicutes	CP066308.1	Brevibacillus composti	FJAT-54423	(====> =>)	6	QQE74401.1	Cluster 2479	True	subfam_08	4377452	4378747	+	2qfcA00-i1	-	74.7	0.0000000022	54369	47413	78	2.1E-12					smallORF101192	4378754	4378900	+	22	AGGAG	9	SP(Sec/SPI)	0.758859	0.758859	0.002461	0.231962	0.006718	CS pos: 27-28. VGT-HD. Pr: 0.4061	14169	chromosome			2796470	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus composti	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A220MQY1	Firmicutes	CP018145.1	Brevibacillus formosus	NF2	(====> =>)	16	ASJ57195.1	Cluster 2874	True	subfam_08	6203006	6204283	+	4i1aA00-i2	-	88.7	0.0000039	51249	47413	86.1	4.2E-10					smallORF45577	6204300	6204434	+	27	AGGAGG	8	SP(Sec/SPI)	0.986826	0.986826	0.005496	0.004572	0.003106	CS pos: 23-24. IQA-TE. Pr: 0.6094	10280	chromosome			54913	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus formosus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A518V4B4	Firmicutes	CP033464.1	Brevibacillus laterosporus	1821L	(<= <====)	20	QDX91830.1	Cluster 2524	True	subfam_08	868757	870049	-	2q7fA00-i2	-	77.2	0.00000008	51249	47413	81	0.0000000015					smallORF74200	868602	868736	-	27	AGGAGG	7	SP(Sec/SPI)	0.959063	0.959063	0.00515	0.024683	0.011104	CS pos: 30-31. AEA-SK. Pr: 0.7602	11996	chromosome			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A518V314	Firmicutes	CP033464.1	Brevibacillus laterosporus	1821L	(<= <====)	16	QDX91369.1	Cluster 2640	True	subfam_08	292600	293886	-	2qfcA00-i1	-	84	0.000000029	mbf_short4	SM00530	96.4	8.2E-13					smallORF74194	292458	292583	-	27	AGGAGG	7	SP(Sec/SPI)	0.94966	0.94966	0.004709	0.025391	0.02024	CS pos: 30-31. AEA-KI. Pr: 0.7173	11993	chromosome			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A385T3M4	Firmicutes	CP032410.1	Brevibacillus laterosporus	E7593-50	(<= <====)	3	AYB38356.1	Cluster 2638	True	subfam_08	1966048	1967334	-	tprpred			5.4E-11	51249	47413	81	1.1E-11					smallORF60059	1965907	1966044	-	22	AGGAG	9	SP(Sec/SPI)	0.622884	0.622884	0.00084	0.029351	0.346925	CS pos: 27-28. SNS-GN. Pr: 0.3097	11818	chromosome			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A518V1Q8	Firmicutes	CP033461.1	Brevibacillus laterosporus	1821L	(<= <====)	3	QDX90930.1	Cluster 2585	True	subfam_08	21644	22933	-	tprpred			3E-11	mbf_short4	SM00530	96.4	4.3E-14					smallORF74254	21503	21640	-	27	AGGAGG	8	SP(Sec/SPI)	0.468535	0.468535	0.001189	0.242029	0.288246	CS pos: 28-29. NLG-NN. Pr: 0.0748	11990	plasmid			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A518V4D5	Firmicutes	CP033464.1	Brevibacillus laterosporus	1821L	(<= <====)	3	QDX91844.1	Cluster 2586	True	subfam_08	886630	887919	-	4i1aA00-i2	-	65	0.0000041	51249	47413	83.5	1.7E-12					smallORF74231	886489	886626	-	24	GGAGG	8	SP(Sec/SPI)	0.627062	0.627062	0.001802	0.187589	0.183547	CS pos: 34-35. VYS-SV. Pr: 0.1010	11997	chromosome			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A518V219	Firmicutes	CP033462.1	Brevibacillus laterosporus	1821L	(<= <====)	1	QDX91037.1	Cluster 244	True	subfam_08	1088	2557	-	tprpred			0.0000008	HTH_3	PF01381.24	96.4	0.00000084					smallORF74255	943	1086	-	16	GAGG	10	SP(Sec/SPI)	0.991711	0.991711	0.000682	0.007287	0.00032	CS pos: 23-24. ASA-EE. Pr: 0.9328	11992	plasmid			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A518V353	Firmicutes	CP033464.1	Brevibacillus laterosporus	1821L	(====> =>)	24	QDX91409.1	Cluster 2931	True	subfam_08	343136	344410	+	3as8A01-i2	-	88.8	3.2E-11	51249	47413	81	3.7E-12					smallORF74163	344435	344584	+	27	AGGAGG	9	SP(Sec/SPI)	0.89935	0.89935	0.001998	0.036352	0.0623	CS pos: 31-32. AFS-KT. Pr: 0.3678	11994	chromosome	incomplete(30)	333620-359404	1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A385T342	Firmicutes	CP032410.1	Brevibacillus laterosporus	E7593-50	(====> =>)	16	AYB37899.1	Cluster 2637	True	subfam_08	1235666	1236952	+	2qfcA00-i1	-	86.3	4.5E-12	51249	47413	83.5	4.5E-12					smallORF60019	1236969	1237094	+	27	AGGAGG	7	SP(Sec/SPI)	0.948866	0.948866	0.004533	0.024673	0.021928	CS pos: 30-31. AEA-KI. Pr: 0.7057	11816	chromosome			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A385T7V4	Firmicutes	CP032410.1	Brevibacillus laterosporus	E7593-50	(====> =>)	16	AYB40570.1	Cluster 2468	False	subfam_08	4530015	4531310	+	2y4tB01-i2	-	65.6	0.0000000018	51249	47413	81	0.0000000039					smallORF60029	4531327	4531461	+	27	AGGAGG	7	SP(Sec/SPI)	0.963173	0.963173	0.005914	0.016875	0.014038	CS pos: 30-31. AEA-SK. Pr: 0.7830	11819	chromosome			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A385T016	Firmicutes	CP032410.1	Brevibacillus laterosporus	E7593-50	(====> =>)	14	AYB37680.1	Cluster 4603	True	subfam_08	960811	962058	+	tprpred			1.2E-11	mbf_short4	SM00530	98.2	5.6E-12					smallORF60054	962073	962213	+	27	AGGAGG	8	SP(Sec/SPI)	0.667706	0.667706	0.000975	0.283329	0.04799	CS pos: 20-21. ADS-LP. Pr: 0.1958	11815	chromosome			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A385TFQ4	Firmicutes	CP032410.1	Brevibacillus laterosporus	E7593-50	(====> =>)	3	AYB41422.1	Cluster 2470	True	subfam_08	5559046	5560341	+	tprpred			0.000000018	mbf_short4	SM00530	94.6	0.0000018					smallORF60069	5560345	5560479	+	19	AGTAGG	9	SP(Sec/SPI)	0.969104	0.969104	0.002201	0.026319	0.002377	CS pos: 23-24. VGA-EA. Pr: 0.5470	11821	chromosome			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A385TII1	Firmicutes	CP032410.1	Brevibacillus laterosporus	E7593-50	(====> =>)	1	AYB41015.1	Cluster 1468	True	subfam_08	5094171	5095571	+	3as8A01-i2	-	73	0.0000028	51249	47413	78.5	0.0000035					smallORF60052	5095573	5095716	+	16	GAGG	8	SP(Sec/SPI)	0.986153	0.986153	0.001188	0.011964	0.000695	CS pos: 23-24. ANA-EG. Pr: 0.7936	11820	chromosome			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A385T6Z3	Firmicutes	CP032410.1	Brevibacillus laterosporus	E7593-50	(====> =>)	-4	AYB38157.1	Cluster 2469	True	subfam_08	1709395	1710690	+	tprpred			1.9E-10	mbf_short4	SM00530	96.4	1.1E-12					smallORF60064	1710687	1710824	+	16	GAGG	9	SP(Sec/SPI)	0.583236	0.583236	0.00573	0.313686	0.097348	CS pos: 31-32. SEQ-EY. Pr: 0.0647	11817	chromosome			1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A518V1S1	Firmicutes	CP033461.1	Brevibacillus laterosporus	1821L	(====> =>)	-4	QDX90946.1	Cluster 2523	True	subfam_08	40485	41777	+	2qfcA00-i1	-	89.8	6.9E-10	mbf_short4	SM00530	94.6	7.5E-13					smallORF74249	41774	41920	+	22	AGGAG	8	SP(Sec/SPI)	0.95523	0.95523	0.004107	0.014646	0.026016	CS pos: 25-26. AAS-KG. Pr: 0.4235	11991	plasmid	incomplete(30)	35580-44449	1465	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A075RBX2	Firmicutes	CP007806.1	Brevibacillus laterosporus	LMG 15441	(<= <====)	20	AIG28871.1	Cluster 2576	True	subfam_08	5056116	5057405	-	2y4tB01-i2	-	65.6	0.000000052	51249	47413	81	0.0000000049					AIG28870.1	5055961	5056095	-				SP(Sec/SPI)	0.957508	0.957508	0.006715	0.021224	0.014553	CS pos: 30-31. AEA-SK. Pr: 0.7268	1338	chromosome			1042163	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus;x__Brevibacillus laterosporus LMG 15441	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A075R5V6	Firmicutes	CP007806.1	Brevibacillus laterosporus	LMG 15441	(<= <====)	15	AIG27199.1	Cluster 2922	True	subfam_08	3272370	3273644	-	2qfcA00-i1	-	91.1	1.5E-12	51249	47413	81	1.8E-12					AIG27198.1	3272208	3272354	-				SP(Sec/SPI)	0.854589	0.854589	0.002413	0.135231	0.007766	CS pos: 29-30. SNA-TT. Pr: 0.4485	1335	chromosome			1042163	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus;x__Brevibacillus laterosporus LMG 15441	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A075R862	Firmicutes	CP007806.1	Brevibacillus laterosporus	LMG 15441	(<= <====)	1	AIG27473.1	Cluster 2174	True	subfam_08	3513046	3514356	-	3as8A01-i2	-	72.5	0.0000038	HTH_3	PF01381.24	94.5	0.00000022					AIG27472.1	3512898	3513044	-				SP(Sec/SPI)	0.890617	0.890617	0.001538	0.104039	0.003807	CS pos: 24-25. VST-EE. Pr: 0.5166	1336	chromosome	incomplete(10)	3490330-3517619	1042163	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus;x__Brevibacillus laterosporus LMG 15441	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A075RAN3	Firmicutes	CP007806.1	Brevibacillus laterosporus	LMG 15441	(<= <====)	0	AIG28456.1	Cluster 19550	True	subfam_08	4568321	4569076	-	2q7fA00-i2	-	81.7	0.0000019									AIG28455.1	4568177	4568320	-				SP(Sec/SPI)	0.973498	0.973498	0.008125	0.015501	0.002876	CS pos: 29-30. ASA-KE. Pr: 0.9127	1337	chromosome			1042163	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus;x__Brevibacillus laterosporus LMG 15441	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A075R5M8	Firmicutes	CP007806.1	Brevibacillus laterosporus	LMG 15441	(<= <====)	-1	AIG24915.1	Cluster 2514	True	subfam_08	540792	542084	-	2q7fA00-i2	-	80.2	0.0000046	mbf_short4	SM00530	98.2	2.1E-14					AIG24914.1	540652	540792	-				SP(Sec/SPI)	0.811434	0.811434	0.001533	0.103701	0.083332	CS pos: 26-27. ITG-KF. Pr: 0.2604	1329	chromosome			1042163	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus;x__Brevibacillus laterosporus LMG 15441	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
A0A075R1W4	Firmicutes	CP007806.1	Brevibacillus laterosporus	LMG 15441	(<= <====)	-50	AIG25411.1	Cluster 1940	True	subfam_08	1112886	1114226	-	4gpkF02-i2	-	81.9	0.00000097	mbf_short4	SM00530	98.2	8.7E-16					AIG25410.1	1112795	1112935	-				SP(Sec/SPI)	0.867066	0.867066	0.003815	0.095208	0.03391	CS pos: 28-29. SNS-ED. Pr: 0.3212	1332	chromosome			1042163	c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus laterosporus;x__Brevibacillus laterosporus LMG 15441	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
