# 2023/03/12 - 10:28 | PDB: 10.23 | UniProt: 2023.02
PDB,CHAIN,SP_PRIMARY,SUNID,SCOP_ID
2jhu,B,P52565,138324,d2jhub1
2jhv,A,P52565,138325,d2jhva1
2jhv,B,P52565,138326,d2jhvb1
2jhv,C,P52565,138327,d2jhvc1
2jhv,D,P52565,138328,d2jhvd1
2jhv,E,P52565,138329,d2jhve1
2jhv,F,P52565,138330,d2jhvf1
2ji1,A,Q46495,138331,d2ji1a1
2ji1,A,Q46495,138332,d2ji1a2
2ji1,B,Q46495,138333,d2ji1b1
2ji1,B,Q46495,138334,d2ji1b2
2ji1,C,Q46495,138335,d2ji1c1
2ji1,C,Q46495,138336,d2ji1c2
2ji1,D,Q46495,138337,d2ji1d1
2ji1,D,Q46495,138338,d2ji1d2
2ji2,A,Q46495,138339,d2ji2a1
2ji2,A,Q46495,138340,d2ji2a2
2ji2,B,Q46495,138341,d2ji2b1
2ji2,B,Q46495,138342,d2ji2b2
2ji2,C,Q46495,138343,d2ji2c1
2ji2,C,Q46495,138344,d2ji2c2
2ji2,D,Q46495,138345,d2ji2d1
2ji2,D,Q46495,138346,d2ji2d2
2ji3,A,Q46495,138347,d2ji3a1
2ji3,A,Q46495,138348,d2ji3a2
2ji3,B,Q46495,138349,d2ji3b1
2ji3,B,Q46495,138350,d2ji3b2
2ji3,C,Q46495,138351,d2ji3c1
2ji3,C,Q46495,138352,d2ji3c2
2ji3,D,Q46495,138353,d2ji3d1
2ji3,D,Q46495,138354,d2ji3d2
2ji6,A,P40149,148056,d2ji6a1
2ji6,A,P40149,148057,d2ji6a2
2ji6,A,P40149,148058,d2ji6a3
2ji6,B,P40149,148059,d2ji6b1
2ji6,B,P40149,148060,d2ji6b2
2ji6,B,P40149,148061,d2ji6b3
2ji7,A,P40149,148062,d2ji7a1
2ji7,A,P40149,148063,d2ji7a2
2ji7,A,P40149,148064,d2ji7a3
2ji7,B,P40149,148065,d2ji7b1
2ji7,B,P40149,148066,d2ji7b2
2ji7,B,P40149,148067,d2ji7b3
2ji8,A,P40149,148068,d2ji8a1
2ji8,A,P40149,148069,d2ji8a2
2ji8,A,P40149,148070,d2ji8a3
2ji8,B,P40149,148071,d2ji8b1
2ji8,B,P40149,148072,d2ji8b2
2ji8,B,P40149,148073,d2ji8b3
2ji9,A,P40149,148074,d2ji9a1
2ji9,A,P40149,148075,d2ji9a2
2ji9,A,P40149,148076,d2ji9a3
2ji9,B,P40149,148077,d2ji9b1
2ji9,B,P40149,148078,d2ji9b2
2ji9,B,P40149,148079,d2ji9b3
2jia,A,P19614,28286,d2jiaa_
2jib,A,P40149,148080,d2jiba1
2jib,A,P40149,148081,d2jiba2
2jib,A,P40149,148082,d2jiba3
2jib,B,P40149,148083,d2jibb1
2jib,B,P40149,148084,d2jibb2
2jib,B,P40149,148085,d2jibb3
2jic,A,F8W669,148086,d2jica1
2jid,A,P27487,148087,d2jida1
2jid,A,P27487,148088,d2jida2
2jid,B,P27487,148089,d2jidb1
2jid,B,P27487,148090,d2jidb2
2jim,A,P81186,148091,d2jima1
2jim,A,P81186,148092,d2jima2
2jio,A,P81186,148093,d2jioa1
2jio,A,P81186,148094,d2jioa2
2jip,A,P81186,148095,d2jipa1
2jip,A,P81186,148096,d2jipa2
2jiq,A,P81186,148097,d2jiqa1
2jiq,A,P81186,148098,d2jiqa2
2jir,A,P81186,148099,d2jira1
2jir,A,P81186,148100,d2jira2
2jiw,A,Q89ZI2,148101,d2jiwa1
2jiw,A,Q89ZI2,148102,d2jiwa2
2jiw,A,Q89ZI2,148103,d2jiwa3
2jiw,B,Q89ZI2,148104,d2jiwb1
2jiw,B,Q89ZI2,148105,d2jiwb2
2jiw,B,Q89ZI2,148106,d2jiwb3
2jix,B,P19235,148107,d2jixb1
2jix,B,P19235,148108,d2jixb2
2jix,C,P19235,148109,d2jixc1
2jix,C,P19235,148110,d2jixc2
2jix,D,Q6GMX6,148111,d2jixd1
2jix,D,Q6GMX6,148112,d2jixd2
2jix,E,P19235,148113,d2jixe1
2jix,E,P19235,148114,d2jixe2
2jix,F,Q6GMX6,148115,d2jixf1
2jix,F,Q6GMX6,148116,d2jixf2
2jix,H,Q6GMX6,148117,d2jixh1
2jix,H,Q6GMX6,148118,d2jixh2
2jiy,L,P0C0Y8,148119,d2jiyl1
2jiz,G,P05631,148120,d2jizg1
2jiz,N,P05631,148121,d2jizn1
2jj0,L,P0C0Y8,148122,d2jj0l1
2jj1,G,P05631,148123,d2jj1g1
2jj1,N,P05631,148124,d2jj1n1
2jj2,G,P05631,148125,d2jj2g1
2jj2,N,P05631,148126,d2jj2n1
2jj3,A,Q92731,148127,d2jj3a1
2jj3,B,Q92731,148128,d2jj3b1
2jj8,A,Q9XZT6,148129,d2jj8a1
2jj8,B,Q9XZT6,148130,d2jj8b1
2jj8,C,Q9XZT6,148131,d2jj8c1
2jj8,D,Q9XZT6,148132,d2jj8d1
2jjc,A,P07900,148133,d2jjca1
2jk2,A,P60174,148134,d2jk2a1
2jk2,B,P60174,148135,d2jk2b1
2jkx,A,P0CS93,148136,d2jkxa1
2jkx,A,P0CS93,148137,d2jkxa2
2jkx,A,P0CS93,148138,d2jkxa3
2jm5,A,Q9NS28,138355,d2jm5a1
2jm6,B,P97287,138356,d2jm6b1
2jmf,A,Q9Y0H4,148139,d2jmfa1
2jmg,A,Q6E183,138357,d2jmga1
2jmu,A,Q8JZL3,148140,d2jmua1
2jn0,A,P65294,148141,d2jn0a1
2jn3,A,P80226,148142,d2jn3a1
2jn4,A,Q6N0Y6,148143,d2jn4a1
2jn6,A,Q8NM20,148144,d2jn6a1
2jn7,A,P52141,138359,d2jn7a1
2jn9,A,O31683,148145,d2jn9a1
2jna,A,Q7CR88,148146,d2jnaa1
2jna,B,Q7CR88,148147,d2jnab1
2jnb,A,P55769,148148,d2jnba1
2jne,A,P76575,148149,d2jnea1
2jng,A,Q14999,148150,d2jnga1
2jnp,A,P08254,148151,d2jnpa1
2jnw,A,P07992,148152,d2jnwa1
2jny,A,Q8NQM9,148153,d2jnya1
2jo6,A,P0A9I8,148154,d2jo6a1
2jod,A,P41586,148155,d2joda1
2jod,B,P18509,148156,d2jodb1
2joe,A,P33354,148157,d2joea1
2jok,A,Q63K41,148158,d2joka1
2jol,A,Q63K41,148159,d2jola1
2joq,A,O25237,148160,d2joqa1
2jou,A,P07988,148161,d2joua1
2jov,A,Q8XPF0,148162,d2jova1
2joy,A,Q980C1,148163,d2joya1
2joz,A,P54945,148164,d2joza1
2jpb,A,P0AA16,138360,d2jpba1
2jpd,A,P07992,148165,d2jpda1
2jpo,A,P20797,148166,d2jpoa1
2jpq,A,Q87MV2,148167,d2jpqa1
2jpq,B,Q87MV2,148168,d2jpqb1
2jpr,A,P12497,148169,d2jpra1
2jq4,A,A9CHM9,148170,d2jq4a1
2jq7,A,P29395,148171,d2jq7a1
2jq8,A,P04004,148172,d2jq8a1
2jq9,A,Q9UN37,148173,d2jq9a1
2jqa,A,Q9RT80,138361,d2jqaa1
2jqf,R,P03305,148174,d2jqfr1
2jqf,S,P03305,148175,d2jqfs1
2jqg,R,P03305,148176,d2jqgr1
2jqh,A,O75351,148177,d2jqha1
2jqi,A,P22216,148178,d2jqia1
2jqk,A,O75351,148179,d2jqka1
2jqn,A,Q9AAR9,148180,d2jqna1
2jqx,A,P37330,148181,d2jqxa1
2jr2,A,Q481E4,148182,d2jr2a1
2jr2,B,Q481E4,148183,d2jr2b1
2jr8,A,Q86MA1,148184,d2jr8a1
2jri,B,P0CG48,148185,d2jrib1
2jri,C,P0CG48,148186,d2jric1
2jrx,A,P0AD24,148187,d2jrxa1
2jrx,B,P0AD24,148188,d2jrxb1
2js1,A,P71066,148189,d2js1a1
2js1,B,P71066,148190,d2js1b1
2jsf,A,P18356,148191,d2jsfa1
2jss,A,P02293,148192,d2jssa1
2jss,A,P02293,148193,d2jssa2
2jss,A,Q12692,148192,d2jssa1
2jss,A,Q12692,148193,d2jssa2
2jt0,A,P63316,148194,d2jt0a1
2jt2,A,O67648,148195,d2jt2a1
2jt2,A,O67648,148196,d2jt2a2
2jt3,A,P63316,148197,d2jt3a1
2jt4,B,P0CG63,148198,d2jt4b1
2jt5,A,P08254,148199,d2jt5a1
2jt6,A,P08254,148200,d2jt6a1
2jt8,A,P63316,148201,d2jt8a1
2jti,A,P00431,148202,d2jtia1
2jto,A,Q5EPH2,148203,d2jtoa1
2jto,A,Q5EPH2,148204,d2jtoa2
2jtt,A,P30801,148205,d2jtta1
2jtt,B,P30801,148206,d2jttb1
2jtz,A,P63316,148207,d2jtza1
2ju0,A,Q06389,148208,d2ju0a1
2ju3,A,P02692,148209,d2ju3a1
2ju7,A,P02692,148210,d2ju7a1
2ju8,A,P02692,148211,d2ju8a1
2jum,B,P01308,148213,d2jumb1
2jup,W,Q8CGF7,148214,d2jupw1
2juu,B,P01308,148215,d2juub1
2juv,B,P01308,148216,d2juvb1
2juw,A,Q8EF26,148217,d2juwa1
2juw,B,Q8EF26,148218,d2juwb1
2juz,A,P44897,148219,d2juza1
2juz,B,P44897,148220,d2juzb1
2jv1,B,P01308,148221,d2jv1b1
2jw2,A,Q9Y3M8,148224,d2jw2a1
2jw6,A,O75398,148225,d2jw6a1
2jw8,A,P59595,148226,d2jw8a1
2jw8,B,P59595,148227,d2jw8b1
2jwd,A,P38507,148228,d2jwda1
2jwo,A,P21784,148229,d2jwoa1
2jwt,A,P02836,148230,d2jwta1
2jww,A,P02625,148231,d2jwwa1
2jwz,A,P0CG63,148232,d2jwza1
2jx2,A,P18615,148233,d2jx2a1
2jxc,A,P42566,148234,d2jxca1
2jxm,A,P50057,148235,d2jxma1
2jxm,B,Q8RN59,148236,d2jxmb1
2jxr,A,P07267,26831,d2jxra_
2jxt,A,O27647,148237,d2jxta1
2jy6,A,P0CG48,148238,d2jy6a1
2jy7,A,Q13501,148239,d2jy7a1
2jy8,A,Q13501,148240,d2jy8a1
2jyo,A,P78556,148241,d2jyoa1
2jyq,A,P63185,148242,d2jyqa1
2jz3,B,Q15370,148243,d2jz3b1
2jz3,C,P83940,148244,d2jz3c1
2jz6,A,Q9WY96,148245,d2jz6a1
2jza,A,Q6CZS1,148246,d2jzaa1
2jzo,A,P69797,148247,d2jzoa1
2jzo,B,P69797,148248,d2jzob1
2jzr,A,Q9JWM8,148249,d2jzra1
2jzs,A,Q9JWM8,148250,d2jzsa1
2jzz,A,P0CG48,148251,d2jzza1
2k00,A,P54939,148252,d2k00a1
2k0b,X,Q13501,148253,d2k0bx1
2k0e,A,P0DP23,148254,d2k0ea1
2k0f,A,P0DP23,148255,d2k0fa1
2k11,A,P07998,148256,d2k11a1
2k1j,A,Q9UNL4,148257,d2k1ja1
2k2f,A,P35467,148258,d2k2fa1
2k2f,B,P35467,148259,d2k2fb1
2k2g,A,P39900,148260,d2k2ga1
2k2n,A,Q2JIZ5,148261,d2k2na1
2k2u,A,P32776,148262,d2k2ua1
2k39,A,P62972,148263,d2k39a1
2k3b,A,P15891,148264,d2k3ba1
2k3f,A,P29395,148265,d2k3fa1
2k3k,A,P43332,148266,d2k3ka1
2k3s,B,P0DP33,148267,d2k3sb1
2k49,A,Q8EAL4,148268,d2k49a1
2k49,A,Q8EAL4,148269,d2k49a2
2k4x,A,Q9HJ78,148270,d2k4xa1
2k54,A,A9CJY7,148271,d2k54a1
2k57,A,Q48JU9,148272,d2k57a1
2k5g,A,Q7WAN9,148273,d2k5ga1
2k5q,A,Q812L6,148274,d2k5qa1
2k5w,A,Q813L1,148275,d2k5wa1
2k6d,B,P0CG48,148276,d2k6db1
2k6q,A,Q62625,148277,d2k6qa1
2k7i,A,Q8UIR1,148278,d2k7ia1
2k7i,B,Q8UIR1,148279,d2k7ib1
2k7w,A,Q07812,148280,d2k7wa1
2k8e,A,P76402,148281,d2k8ea1
2k8e,A,P76402,148282,d2k8ea2
2kai,A,P00752,26306,d2kai.1
2kai,B,P00752,26306,d2kai.1
2kai,I,P00974,44533,d2kaii_
2kau,A,P18316,37335,d2kaua_
2kau,B,P18315,28328,d2kaub_
2kau,C,P18314,28412,d2kauc1
2kau,C,P18314,29034,d2kauc2
2kce,A,P0A884,40984,d2kcea_
2kce,B,P0A884,40985,d2kceb_
2kfn,A,P00582,33682,d2kfna1
2kfn,A,P00582,42975,d2kfna2
2kfz,A,P00582,33683,d2kfza1
2kfz,A,P00582,42976,d2kfza2
2ki5,A,P0DTH5,31862,d2ki5a_
2ki5,B,P0DTH5,31863,d2ki5b_
2kin,A,P56536,32190,d2kin.1
2kin,B,Q6QLM7,32190,d2kin.1
2kmb,1,P19999,42387,d2kmb11
2kmb,1,P19999,45395,d2kmb12
2kmb,2,P19999,42388,d2kmb21
2kmb,2,P19999,45396,d2kmb22
2kmb,3,P19999,42389,d2kmb31
2kmb,3,P19999,45397,d2kmb32
2knt,A,P12111,44537,d2knta_
2ktq,A,P19821,33702,d2ktqa1
2ktq,A,P19821,42995,d2ktqa2
2ktx,A,P24662,44165,d2ktxa_
2kzm,A,P00582,33690,d2kzma1
2kzm,A,P00582,42983,d2kzma2
2kzz,A,P00582,33689,d2kzza1
2kzz,A,P00582,42982,d2kzza2
2l78,A,P00720,36858,d2l78a_
2lal,A,P02870,24036,d2lal.1
2lal,B,P02870,24036,d2lal.1
2lal,C,P02870,24037,d2lal.2
2lal,D,P02870,24037,d2lal.2
2lao,A,P02911,35758,d2laoa_
2lbd,A,P13631,19287,d2lbda_
2lbp,A,P04816,35709,d2lbpa_
2ldb,A,P00344,30175,d2ldba1
2ldb,A,P00344,42142,d2ldba2
2ldb,B,P00344,118636,d2ldbb1
2ldb,B,P00344,118637,d2ldbb2
2ldb,C,P00344,118638,d2ldbc1
2ldb,C,P00344,118639,d2ldbc2
2ldb,D,P00344,118640,d2ldbd1
2ldb,D,P00344,118641,d2ldbd2
2ldx,A,P00342,30159,d2ldxa1
2ldx,A,P00342,42126,d2ldxa2
2ldx,B,P00342,118642,d2ldxb1
2ldx,B,P00342,118643,d2ldxb2
2ldx,C,P00342,118644,d2ldxc1
2ldx,C,P00342,118645,d2ldxc2
2ldx,D,P00342,118646,d2ldxd1
2ldx,D,P00342,118647,d2ldxd2
2lef,A,P27782,16433,d2lefa_
2let,A,P12071,44072,d2leta_
2leu,A,P34034,46068,d2leua_
2lfb,A,P15257,15990,d2lfba_
2lgs,A,P0A1P6,37838,d2lgsa1
2lgs,A,P0A1P6,41168,d2lgsa2
2lgs,B,P0A1P6,118648,d2lgsb1
2lgs,B,P0A1P6,118649,d2lgsb2
2lgs,C,P0A1P6,118650,d2lgsc1
2lgs,C,P0A1P6,118651,d2lgsc2
2lgs,D,P0A1P6,118652,d2lgsd1
2lgs,D,P0A1P6,118653,d2lgsd2
2lgs,E,P0A1P6,118654,d2lgse1
2lgs,E,P0A1P6,118655,d2lgse2
2lgs,F,P0A1P6,118656,d2lgsf1
2lgs,F,P0A1P6,118657,d2lgsf2
2lgs,G,P0A1P6,118658,d2lgsg1
2lgs,G,P0A1P6,118659,d2lgsg2
2lgs,H,P0A1P6,118660,d2lgsh1
2lgs,H,P0A1P6,118661,d2lgsh2
2lgs,I,P0A1P6,118662,d2lgsi1
2lgs,I,P0A1P6,118663,d2lgsi2
2lgs,J,P0A1P6,118664,d2lgsj1
2lgs,J,P0A1P6,118665,d2lgsj2
2lgs,K,P0A1P6,118666,d2lgsk1
2lgs,K,P0A1P6,118667,d2lgsk2
2lgs,L,P0A1P6,118668,d2lgsl1
2lgs,L,P0A1P6,118669,d2lgsl2
2lh1,A,P02240,15217,d2lh1a_
2lh2,A,P02240,15220,d2lh2a_
2lh3,A,P02240,15224,d2lh3a_
2lh5,A,P02240,15219,d2lh5a_
2lh6,A,P02240,15225,d2lh6a_
2lh7,A,P02240,15218,d2lh7a_
2lhb,A,P02208,15597,d2lhba_
2lhm,A,P61626,36517,d2lhma_
2lig,A,P02941,16530,d2liga_
2lig,B,P02941,16531,d2ligb_
2lip,A,P22088,34779,d2lipa_
2lis,A,P04552,16405,d2lisa_
2liv,A,P0AD96,35708,d2liva_
2ljr,A,P0CG30,17709,d2ljra1
2ljr,A,P0CG30,33003,d2ljra2
2ljr,B,P0CG30,17710,d2ljrb1
2ljr,B,P0CG30,33004,d2ljrb2
2lkf,A,P0A077,43822,d2lkfa_
2lpr,A,P00778,25798,d2lpra_
2ltn,A,P02867,24024,d2ltn.1
2ltn,B,P02867,24024,d2ltn.1
2ltn,C,P02867,24025,d2ltn.2
2ltn,D,P02867,24025,d2ltn.2
2lve,A,P06312,20556,d2lvea_
2lym,A,P00698,36270,d2lyma_
2lyn,A,P04552,16407,d2lyna_
2lyn,B,P04552,16408,d2lynb_
2lyn,C,P04552,16409,d2lync_
2lyn,D,P04552,16410,d2lynd_
2lyo,A,P00698,36360,d2lyoa_
2lyz,A,P00698,36282,d2lyza_
2lz2,A,P00703,36395,d2lz2a_
2lzh,A,P00698,36297,d2lzha_
2lzm,A,P00720,36803,d2lzma_
2lzt,A,P00698,36253,d2lzta_
2mad,H,P23006,27639,d2madh_
2mad,L,P22641,44887,d2madl_
2mag,A,P11006,46075,d2maga_
2man,A,Q9ZF13,28833,d2mana_
2mas,A,Q27546,34810,d2masa_
2mas,B,Q27546,34811,d2masb_
2mas,C,Q27546,34812,d2masc_
2mas,D,Q27546,34813,d2masd_
2mat,A,P0AE18,41146,d2mata_
2mb5,A,P02185,15138,d2mb5a_
2mbr,A,P08373,41749,d2mbra1
2mbr,A,P08373,41762,d2mbra2
2mbw,A,P02185,15030,d2mbwa_
2mcg,1,P01709,20567,d2mcg11
2mcg,1,P01709,21474,d2mcg12
2mcg,2,P01709,20568,d2mcg21
2mcg,2,P01709,21475,d2mcg22
2mcm,A,P01549,22207,d2mcma_
2mcp,H,P01789,19861,d2mcph1
2mcp,H,P01789,20961,d2mcph2
2mea,A,P61626,36572,d2meaa_
2mea,B,P61626,36573,d2meab_
2meb,A,P61626,36452,d2meba_
2mec,A,P61626,36576,d2meca_
2mec,B,P61626,36577,d2mecb_
2med,A,P61626,36454,d2meda_
2mee,A,P61626,36455,d2meea_
2mef,A,P61626,36456,d2mefa_
2meg,A,P61626,36432,d2mega_
2meh,A,P61626,36438,d2meha_
2mei,A,P61626,36439,d2meia_
2mev,1,P12296,23558,d2mev1_
2mev,2,P12296,83136,d2mev.1
2mev,3,P12296,23560,d2mev3_
2mev,4,P12296,83136,d2mev.1
2mfn,A,P11276,21982,d2mfna1
2mfn,A,P11276,21983,d2mfna2
2mga,A,P02185,15133,d2mgaa_
2mgb,A,P02185,15102,d2mgba_
2mgc,A,P02185,15090,d2mgca_
2mgd,A,P02185,15078,d2mgda_
2mge,A,P02185,15056,d2mgea_
2mgf,A,P02185,15080,d2mgfa_
2mgg,A,P02185,15069,d2mgga_
2mgh,A,P02185,15129,d2mgha_
2mgi,A,P02185,15118,d2mgia_
2mgj,A,P02185,15119,d2mgja_
2mgk,A,P02185,15117,d2mgka_
2mgl,A,P02185,15110,d2mgla_
2mgm,A,P02185,15092,d2mgma_
2mha,A,P01901,20803,d2mhaa1
2mha,A,P01901,38291,d2mhaa2
2mha,B,P01887,20804,d2mhab_
2mha,C,P01901,20805,d2mhac1
2mha,C,P01901,38292,d2mhac2
2mha,D,P01887,20806,d2mhad_
2mhb,A,P01958,15376,d2mhba_
2mhb,B,P02062,15555,d2mhbb_
2mhr,A,P02247,16581,d2mhra_
2mhu,A,P02795,45328,d2mhua_
2mib,A,P10749,25551,d2miba_
2min,A,P07328,35609,d2mina_
2min,B,P07329,35610,d2minb_
2min,C,P07328,35611,d2minc_
2min,D,P07329,35612,d2mind_
2mip,A,P04584,26731,d2mipa_
2mip,B,P04584,26732,d2mipb_
2mip,C,P04584,26733,d2mipc_
2mip,D,P04584,26734,d2mipd_
2mjp,A,Q57679,33223,d2mjpa_
2mjp,B,Q57679,33224,d2mjpb_
2mll,A,Q6ITZ3,42195,d2mlla_
2mll,B,Q6ITZ3,25567,d2mllb1
2mll,B,Q6ITZ3,25568,d2mllb2
2mlp,A,P05834,46285,d2mlpa_
2mlt,A,P01501,46171,d2mlta_
2mlt,B,P01501,46172,d2mltb_
2mnr,A,P11444,29245,d2mnra1
2mnr,A,P11444,38889,d2mnra2
2mob,A,P27356,41453,d2moba_
2mpa,H,Q569X1,20357,d2mpah1
2mpa,H,Q569X1,21349,d2mpah2
2mpa,L,A2NHM3,20356,d2mpal1
2mpa,L,A2NHM3,21348,d2mpal2
2mpr,A,P26466,43788,d2mpra_
2mpr,B,P26466,43789,d2mprb_
2mpr,C,P26466,43790,d2mprc_
2mrb,A,P18055,45329,d2mrba_
2mrt,A,P04355,45332,d2mrta_
2ms2,A,P03612,40049,d2ms2a_
2ms2,B,P03612,40050,d2ms2b_
2ms2,C,P03612,40051,d2ms2c_
2msb,A,P19999,42355,d2msba_
2msb,B,P19999,42356,d2msbb_
2msi,A,P19614,28297,d2msia_
2msj,A,P19614,28303,d2msja_
2msp,A,P27440,22335,d2mspa_
2msp,B,P27440,22336,d2mspb_
2msp,C,P27440,22337,d2mspc_
2msp,D,P27440,22338,d2mspd_
2msp,E,P27440,22339,d2mspe_
2msp,F,P27440,22340,d2mspf_
2msp,G,P27440,22341,d2mspg_
2msp,H,P27440,22342,d2msph_
2mss,A,Q61474,39190,d2mssa_
2mst,A,Q61474,39189,d2msta_
2mta,A,P22364,22843,d2mtaa_
2mta,C,P29899,15908,d2mtac_
2mta,H,P29894,27636,d2mtah_
2mta,L,P22619,44884,d2mtal_
2muc,A,P08310,29241,d2muca1
2muc,A,P08310,38885,d2muca2
2muc,B,P08310,29242,d2mucb1
2muc,B,P08310,38886,d2mucb2
2mya,A,P02185,15131,d2myaa_
2myb,A,P02185,15081,d2myba_
2myc,A,P02185,15082,d2myca_
2myd,A,P02185,15071,d2myda_
2mye,A,P02185,15044,d2myea_
2myo,A,P62775,19175,d2myoa_
2mys,A,P13538,24557,d2mysa1
2mys,A,P13538,32154,d2mysa2
2mys,B,P02609,17308,d2mysb_
2mys,C,P02604,17323,d2mysc_
2nac,A,P33160,30088,d2naca1
2nac,A,P33160,31348,d2naca2
2nac,B,P33160,30089,d2nacb1
2nac,B,P33160,31349,d2nacb2
2nad,A,P33160,30090,d2nada1
2nad,A,P33160,31350,d2nada2
2nad,B,P33160,30091,d2nadb1
2nad,B,P33160,31351,d2nadb2
2nap,A,P81186,26926,d2napa1
2nap,A,P81186,35334,d2napa2
2nbt,A,P01398,44433,d2nbta_
2nbt,B,P01398,44434,d2nbtb_
2ncd,A,P20480,32193,d2ncda_
2nck,L,P15266,39144,d2nckl_
2nck,R,P15266,39143,d2nckr_
2ncm,A,P13595,21703,d2ncma_
2nef,A,Q70627,40704,d2nefa_
2ng1,A,O07347,16962,d2ng1a1
2ng1,A,O07347,32273,d2ng1a2
2ngr,A,P60953,32061,d2ngra_
2ngr,B,Q07960,19105,d2ngrb_
2nip,A,P00459,32251,d2nipa_
2nip,B,P00459,32252,d2nipb_
2nll,A,P19793,45109,d2nlla_
2nll,B,P10828,45115,d2nllb_
2nln,A,P02631,148283,d2nlna1
2nlr,A,Q54331,24344,d2nlra_
2nlu,A,P51858,148284,d2nlua1
2nlu,B,P51858,148285,d2nlub1
2nlv,A,Q3M6F6,138362,d2nlva1
2nlv,B,Q3M6F6,138363,d2nlvb1
2nly,A,Q9KCS7,138364,d2nlya1
2nlz,A,Q9KEI5,138365,d2nlza1
2nlz,B,Q9KEI5,138366,d2nlzb1
2nlz,C,Q9KEI5,138367,d2nlzc1
2nlz,D,Q9KEI5,138368,d2nlzd1
2nm1,A,P10844,138369,d2nm1a1
2nm1,A,P10844,138370,d2nm1a2
2nm2,A,P56740,148286,d2nm2a1
2nm2,B,P56740,148287,d2nm2b1
2nm2,C,P56740,148288,d2nm2c1
2nm2,D,P56740,148289,d2nm2d1
2nm3,A,P56740,148290,d2nm3a1
2nmb,A,P16554,26994,d2nmba_
2nml,A,P84090,138371,d2nmla1
2nmm,A,Q9NRX4,138372,d2nmma1
2nmm,B,Q9NRX4,138373,d2nmmb1
2nmm,C,Q9NRX4,138374,d2nmmc1
2nmn,A,P17931,138375,d2nmna1
2nmo,A,P17931,138376,d2nmoa1
2nmq,A,P06654,138377,d2nmqa1
2nmr,A,P69681,138378,d2nmra1
2nmt,A,P14743,40821,d2nmta1
2nmt,A,P14743,40822,d2nmta2
2nmu,A,Q8ZM67,138379,d2nmua1
2nmx,A,P00915,138382,d2nmxa1
2nmx,B,P00915,138383,d2nmxb1
2nmy,A,Q7SSI0,138384,d2nmya1
2nmy,B,Q7SSI0,138385,d2nmyb1
2nmz,A,Q7SSI0,138386,d2nmza1
2nmz,B,Q7SSI0,138387,d2nmzb1
2nn1,A,P00915,138388,d2nn1a1
2nn1,B,P00915,138389,d2nn1b1
2nn4,A,P54494,148291,d2nn4a1
2nn4,B,P54494,148292,d2nn4b1
2nn4,C,P54494,148293,d2nn4c1
2nn5,A,Q832L1,148294,d2nn5a1
2nn6,A,Q06265,148295,d2nn6a1
2nn6,A,Q06265,148296,d2nn6a2
2nn6,B,Q9NPD3,148297,d2nn6b1
2nn6,B,Q9NPD3,148298,d2nn6b2
2nn6,C,Q96B26,148299,d2nn6c1
2nn6,C,Q96B26,148300,d2nn6c2
2nn6,D,Q9NQT4,148301,d2nn6d1
2nn6,D,Q9NQT4,148302,d2nn6d2
2nn6,E,Q15024,148303,d2nn6e1
2nn6,E,Q15024,148304,d2nn6e2
2nn6,F,Q5RKV6,148305,d2nn6f1
2nn6,F,Q5RKV6,148306,d2nn6f2
2nn6,G,Q9NQT5,148307,d2nn6g1
2nn6,G,Q9NQT5,148308,d2nn6g2
2nn6,G,Q9NQT5,148309,d2nn6g3
2nn6,H,Q13868,148310,d2nn6h1
2nn6,H,Q13868,148311,d2nn6h2
2nn6,H,Q13868,148312,d2nn6h3
2nn6,I,Q9Y3B2,148313,d2nn6i1
2nn6,I,Q9Y3B2,148314,d2nn6i2
2nn7,A,P00915,138390,d2nn7a1
2nn7,B,P00915,138391,d2nn7b1
2nn8,A,P17931,138392,d2nn8a1
2nna,B,P01920,148315,d2nnab1
2nna,B,P01920,148316,d2nnab2
2nng,A,P00918,138393,d2nnga1
2nnh,A,P10632,148317,d2nnha1
2nnh,B,P10632,148318,d2nnhb1
2nni,A,P10632,148319,d2nnia1
2nnj,A,P10632,148320,d2nnja1
2nnk,A,Q7SSI0,138394,d2nnka1
2nnk,B,Q7SSI0,138395,d2nnkb1
2nno,A,P00918,138396,d2nnoa1
2nnp,A,Q7SSI0,138397,d2nnpa1
2nnp,B,Q7SSI0,138398,d2nnpb1
2nnq,A,P15090,138399,d2nnqa1
2nnr,A,Q966X9,148321,d2nnra1
2nnr,B,Q966X9,148322,d2nnrb1
2nns,A,P00918,138400,d2nnsa1
2nnu,A,P03120,138401,d2nnua1
2nnv,A,P00918,138402,d2nnva1
2nob,A,O15527,138403,d2noba1
2nob,A,O15527,138404,d2noba2
2noc,A,Q57SJ8,148323,d2noca1
2nod,A,P29477,42506,d2noda_
2nod,B,P29477,42507,d2nodb_
2noe,A,O15527,138405,d2noea1
2noe,A,O15527,138406,d2noea2
2nof,A,O15527,138407,d2nofa1
2nof,A,O15527,138408,d2nofa2
2noh,A,O15527,138409,d2noha1
2noh,A,O15527,138410,d2noha2
2noj,A,P01024,148324,d2noja1
2noj,C,P01024,148326,d2nojc1
2noj,E,P01024,148328,d2noje1
2noj,G,P01024,148330,d2nojg1
2nol,A,O15527,138411,d2nola1
2nol,A,O15527,138412,d2nola2
2nop,A,P69681,138413,d2nopa1
2nos,A,P29477,42498,d2nosa_
2not,A,P00609,19554,d2nota_
2not,B,P00609,19555,d2notb_
